,CPI,Core_CPI,Unemployment,GDP,Industrial_Production,Retail_Sales,Housing_Starts,Consumer_Sentiment,VIX,Inflation_YoY,Core_Inflation_YoY
2018-10-29,252.772,258.917,3.8,20304.874,103.9297,505622.0,1221.0,98.6,24.7,0.0,0.0
2018-10-30,252.772,258.917,3.8,20304.874,103.9297,505622.0,1221.0,98.6,23.35,0.0,0.0
2018-10-31,252.772,258.917,3.8,20304.874,103.9297,505622.0,1221.0,98.6,21.23,0.0,0.0
2018-11-01,252.594,259.439,3.8,20304.874,104.0126,507278.0,1181.0,97.5,19.34,-0.07041919199911595,0.2016090098371448
2018-11-02,252.594,259.439,3.8,20304.874,104.0126,507278.0,1181.0,97.5,19.51,-0.07041919199911595,0.2016090098371448
2018-11-05,252.594,259.439,3.8,20304.874,104.0126,507278.0,1181.0,97.5,19.96,-0.07041919199911595,0.2016090098371448
2018-11-06,252.594,259.439,3.8,20304.874,104.0126,507278.0,1181.0,97.5,19.91,-0.07041919199911595,0.2016090098371448
2018-11-07,252.594,259.439,3.8,20304.874,104.0126,507278.0,1181.0,97.5,16.36,-0.07041919199911595,0.2016090098371448
2018-11-08,252.594,259.439,3.8,20304.874,104.0126,507278.0,1181.0,97.5,16.72,-0.07041919199911595,0.2016090098371448
2018-11-09,252.594,259.439,3.8,20304.874,104.0126,507278.0,1181.0,97.5,17.36,-0.07041919199911595,0.2016090098371448
2018-11-12,252.594,259.439,3.8,20304.874,104.0126,507278.0,1181.0,97.5,20.45,-0.07041919199911595,0.2016090098371448
2018-11-13,252.594,259.439,3.8,20304.874,104.0126,507278.0,1181.0,97.5,20.02,-0.07041919199911595,0.2016090098371448
2018-11-14,252.594,259.439,3.8,20304.874,104.0126,507278.0,1181.0,97.5,21.25,-0.07041919199911595,0.2016090098371448
2018-11-15,252.594,259.439,3.8,20304.874,104.0126,507278.0,1181.0,97.5,19.98,-0.07041919199911595,0.2016090098371448
2018-11-16,252.594,259.439,3.8,20304.874,104.0126,507278.0,1181.0,97.5,18.14,-0.07041919199911595,0.2016090098371448
2018-11-19,252.594,259.439,3.8,20304.874,104.0126,507278.0,1181.0,97.5,20.1,0.0,0.0
2018-11-20,252.594,259.439,3.8,20304.874,104.0126,507278.0,1181.0,97.5,22.48,0.0,0.0
2018-11-21,252.594,259.439,3.8,20304.874,104.0126,507278.0,1181.0,97.5,20.8,0.0,0.0
2018-11-22,252.594,259.439,3.8,20304.874,104.0126,507278.0,1181.0,97.5,20.8,0.0,0.0
2018-11-23,252.594,259.439,3.8,20304.874,104.0126,507278.0,1181.0,97.5,21.52,0.0,0.0
2018-11-26,252.594,259.439,3.8,20304.874,104.0126,507278.0,1181.0,97.5,18.9,0.0,0.0
2018-11-27,252.594,259.439,3.8,20304.874,104.0126,507278.0,1181.0,97.5,19.02,0.0,0.0
2018-11-28,252.594,259.439,3.8,20304.874,104.0126,507278.0,1181.0,97.5,18.49,0.0,0.0
2018-11-29,252.594,259.439,3.8,20304.874,104.0126,507278.0,1181.0,97.5,18.79,0.0,0.0
2018-11-30,252.594,259.439,3.8,20304.874,104.0126,507278.0,1181.0,97.5,18.07,0.0,0.0
2018-12-01,252.767,260.063,3.9,20304.874,104.0451,496973.0,1095.0,98.3,18.07,0.06848935445813442,0.24051896592260924
2018-12-03,252.767,260.063,3.9,20304.874,104.0451,496973.0,1095.0,98.3,16.44,0.06848935445813442,0.24051896592260924
2018-12-04,252.767,260.063,3.9,20304.874,104.0451,496973.0,1095.0,98.3,20.74,0.06848935445813442,0.24051896592260924
2018-12-05,252.767,260.063,3.9,20304.874,104.0451,496973.0,1095.0,98.3,20.74,0.06848935445813442,0.24051896592260924
2018-12-06,252.767,260.063,3.9,20304.874,104.0451,496973.0,1095.0,98.3,21.19,0.06848935445813442,0.24051896592260924
2018-12-07,252.767,260.063,3.9,20304.874,104.0451,496973.0,1095.0,98.3,23.23,0.06848935445813442,0.24051896592260924
2018-12-10,252.767,260.063,3.9,20304.874,104.0451,496973.0,1095.0,98.3,22.64,0.06848935445813442,0.24051896592260924
2018-12-11,252.767,260.063,3.9,20304.874,104.0451,496973.0,1095.0,98.3,21.76,0.06848935445813442,0.24051896592260924
2018-12-12,252.767,260.063,3.9,20304.874,104.0451,496973.0,1095.0,98.3,21.46,0.06848935445813442,0.24051896592260924
2018-12-13,252.767,260.063,3.9,20304.874,104.0451,496973.0,1095.0,98.3,20.65,0.06848935445813442,0.24051896592260924
2018-12-14,252.767,260.063,3.9,20304.874,104.0451,496973.0,1095.0,98.3,21.63,0.06848935445813442,0.24051896592260924
2018-12-17,252.767,260.063,3.9,20304.874,104.0451,496973.0,1095.0,98.3,24.52,0.06848935445813442,0.24051896592260924
2018-12-18,252.767,260.063,3.9,20304.874,104.0451,496973.0,1095.0,98.3,25.58,0.0,0.0
2018-12-19,252.767,260.063,3.9,20304.874,104.0451,496973.0,1095.0,98.3,25.58,0.0,0.0
2018-12-20,252.767,260.063,3.9,20304.874,104.0451,496973.0,1095.0,98.3,28.38,0.0,0.0
2018-12-21,252.767,260.063,3.9,20304.874,104.0451,496973.0,1095.0,98.3,30.11,0.0,0.0
2018-12-24,252.767,260.063,3.9,20304.874,104.0451,496973.0,1095.0,98.3,36.07,0.0,0.0
2018-12-25,252.767,260.063,3.9,20304.874,104.0451,496973.0,1095.0,98.3,36.07,0.0,0.0
2018-12-26,252.767,260.063,3.9,20304.874,104.0451,496973.0,1095.0,98.3,30.41,0.0,0.0
2018-12-27,252.767,260.063,3.9,20304.874,104.0451,496973.0,1095.0,98.3,29.96,0.0,0.0
2018-12-28,252.767,260.063,3.9,20304.874,104.0451,496973.0,1095.0,98.3,28.34,0.0,0.0
2018-12-31,252.767,260.063,3.9,20304.874,104.0451,496973.0,1095.0,98.3,25.42,0.0,0.0
2019-01-01,252.561,260.766,4.0,20431.641,103.3598,500208.0,1226.0,91.2,25.42,-0.08149798035343991,0.270319114983697
2019-01-02,252.561,260.766,4.0,20431.641,103.3598,500208.0,1226.0,91.2,23.22,-0.08149798035343991,0.270319114983697
2019-01-03,252.561,260.766,4.0,20431.641,103.3598,500208.0,1226.0,91.2,25.45,-0.08149798035343991,0.270319114983697
2019-01-04,252.561,260.766,4.0,20431.641,103.3598,500208.0,1226.0,91.2,21.38,-0.08149798035343991,0.270319114983697
2019-01-07,252.561,260.766,4.0,20431.641,103.3598,500208.0,1226.0,91.2,21.4,-0.08149798035343991,0.270319114983697
2019-01-08,252.561,260.766,4.0,20431.641,103.3598,500208.0,1226.0,91.2,20.47,-0.08149798035343991,0.270319114983697
2019-01-09,252.561,260.766,4.0,20431.641,103.3598,500208.0,1226.0,91.2,19.98,-0.08149798035343991,0.270319114983697
2019-01-10,252.561,260.766,4.0,20431.641,103.3598,500208.0,1226.0,91.2,19.5,-0.08149798035343991,0.270319114983697
2019-01-11,252.561,260.766,4.0,20431.641,103.3598,500208.0,1226.0,91.2,18.19,-0.08149798035343991,0.270319114983697
2019-01-14,252.561,260.766,4.0,20431.641,103.3598,500208.0,1226.0,91.2,19.07,-0.08149798035343991,0.270319114983697
2019-01-15,252.561,260.766,4.0,20431.641,103.3598,500208.0,1226.0,91.2,18.6,-0.08149798035343991,0.270319114983697
2019-01-16,252.561,260.766,4.0,20431.641,103.3598,500208.0,1226.0,91.2,19.04,-0.08149798035343991,0.270319114983697
2019-01-17,252.561,260.766,4.0,20431.641,103.3598,500208.0,1226.0,91.2,18.06,0.0,0.0
2019-01-18,252.561,260.766,4.0,20431.641,103.3598,500208.0,1226.0,91.2,17.8,0.0,0.0
2019-01-21,252.561,260.766,4.0,20431.641,103.3598,500208.0,1226.0,91.2,17.8,0.0,0.0
2019-01-22,252.561,260.766,4.0,20431.641,103.3598,500208.0,1226.0,91.2,20.8,0.0,0.0
2019-01-23,252.561,260.766,4.0,20431.641,103.3598,500208.0,1226.0,91.2,19.52,0.0,0.0
2019-01-24,252.561,260.766,4.0,20431.641,103.3598,500208.0,1226.0,91.2,18.89,0.0,0.0
2019-01-25,252.561,260.766,4.0,20431.641,103.3598,500208.0,1226.0,91.2,17.42,0.0,0.0
2019-01-28,252.561,260.766,4.0,20431.641,103.3598,500208.0,1226.0,91.2,18.87,0.0,0.0
2019-01-29,252.561,260.766,4.0,20431.641,103.3598,500208.0,1226.0,91.2,19.13,0.0,0.0
2019-01-30,252.561,260.766,4.0,20431.641,103.3598,500208.0,1226.0,91.2,17.66,0.0,0.0
2019-01-31,252.561,260.766,4.0,20431.641,103.3598,500208.0,1226.0,91.2,16.57,0.0,0.0
2019-02-01,253.319,261.186,3.8,20431.641,102.8251,500928.0,1121.0,93.8,16.14,0.3001255142321968,0.16106394238510902
2019-02-04,253.319,261.186,3.8,20431.641,102.8251,500928.0,1121.0,93.8,15.73,0.3001255142321968,0.16106394238510902
2019-02-05,253.319,261.186,3.8,20431.641,102.8251,500928.0,1121.0,93.8,15.57,0.3001255142321968,0.16106394238510902
2019-02-06,253.319,261.186,3.8,20431.641,102.8251,500928.0,1121.0,93.8,15.38,0.3001255142321968,0.16106394238510902
2019-02-07,253.319,261.186,3.8,20431.641,102.8251,500928.0,1121.0,93.8,16.37,0.3001255142321968,0.16106394238510902
2019-02-08,253.319,261.186,3.8,20431.641,102.8251,500928.0,1121.0,93.8,15.72,0.3001255142321968,0.16106394238510902
2019-02-11,253.319,261.186,3.8,20431.641,102.8251,500928.0,1121.0,93.8,15.97,0.3001255142321968,0.16106394238510902
2019-02-12,253.319,261.186,3.8,20431.641,102.8251,500928.0,1121.0,93.8,15.43,0.3001255142321968,0.16106394238510902
2019-02-13,253.319,261.186,3.8,20431.641,102.8251,500928.0,1121.0,93.8,15.65,0.3001255142321968,0.16106394238510902
2019-02-14,253.319,261.186,3.8,20431.641,102.8251,500928.0,1121.0,93.8,16.22,0.3001255142321968,0.16106394238510902
2019-02-15,253.319,261.186,3.8,20431.641,102.8251,500928.0,1121.0,93.8,14.91,0.3001255142321968,0.16106394238510902
2019-02-18,253.319,261.186,3.8,20431.641,102.8251,500928.0,1121.0,93.8,14.91,0.3001255142321968,0.16106394238510902
2019-02-19,253.319,261.186,3.8,20431.641,102.8251,500928.0,1121.0,93.8,14.88,0.0,0.0
2019-02-20,253.319,261.186,3.8,20431.641,102.8251,500928.0,1121.0,93.8,14.02,0.0,0.0
2019-02-21,253.319,261.186,3.8,20431.641,102.8251,500928.0,1121.0,93.8,14.46,0.0,0.0
2019-02-22,253.319,261.186,3.8,20431.641,102.8251,500928.0,1121.0,93.8,13.51,0.0,0.0
2019-02-25,253.319,261.186,3.8,20431.641,102.8251,500928.0,1121.0,93.8,14.85,0.0,0.0
2019-02-26,253.319,261.186,3.8,20431.641,102.8251,500928.0,1121.0,93.8,15.17,0.0,0.0
2019-02-27,253.319,261.186,3.8,20431.641,102.8251,500928.0,1121.0,93.8,14.7,0.0,0.0
2019-02-28,253.319,261.186,3.8,20431.641,102.8251,500928.0,1121.0,93.8,14.78,0.0,0.0
2019-03-01,254.277,261.567,3.8,20431.641,102.8361,508944.0,1191.0,98.4,13.57,0.37817929172307974,0.1458730559831034
2019-03-04,254.277,261.567,3.8,20431.641,102.8361,508944.0,1191.0,98.4,14.63,0.37817929172307974,0.1458730559831034
2019-03-05,254.277,261.567,3.8,20431.641,102.8361,508944.0,1191.0,98.4,14.74,0.37817929172307974,0.1458730559831034
2019-03-06,254.277,261.567,3.8,20431.641,102.8361,508944.0,1191.0,98.4,15.74,0.37817929172307974,0.1458730559831034
2019-03-07,254.277,261.567,3.8,20431.641,102.8361,508944.0,1191.0,98.4,16.59,0.37817929172307974,0.1458730559831034
2019-03-08,254.277,261.567,3.8,20431.641,102.8361,508944.0,1191.0,98.4,16.05,0.37817929172307974,0.1458730559831034
2019-03-11,254.277,261.567,3.8,20431.641,102.8361,508944.0,1191.0,98.4,14.33,0.37817929172307974,0.1458730559831034
2019-03-12,254.277,261.567,3.8,20431.641,102.8361,508944.0,1191.0,98.4,13.77,0.37817929172307974,0.1458730559831034
2019-03-13,254.277,261.567,3.8,20431.641,102.8361,508944.0,1191.0,98.4,13.41,0.37817929172307974,0.1458730559831034
2019-03-14,254.277,261.567,3.8,20431.641,102.8361,508944.0,1191.0,98.4,13.5,0.37817929172307974,0.1458730559831034
2019-03-15,254.277,261.567,3.8,20431.641,102.8361,508944.0,1191.0,98.4,12.88,0.37817929172307974,0.1458730559831034
2019-03-18,254.277,261.567,3.8,20431.641,102.8361,508944.0,1191.0,98.4,13.1,0.37817929172307974,0.1458730559831034
2019-03-19,254.277,261.567,3.8,20431.641,102.8361,508944.0,1191.0,98.4,13.56,0.0,0.0
2019-03-20,254.277,261.567,3.8,20431.641,102.8361,508944.0,1191.0,98.4,13.91,0.0,0.0
2019-03-21,254.277,261.567,3.8,20431.641,102.8361,508944.0,1191.0,98.4,13.63,0.0,0.0
2019-03-22,254.277,261.567,3.8,20431.641,102.8361,508944.0,1191.0,98.4,16.48,0.0,0.0
2019-03-25,254.277,261.567,3.8,20431.641,102.8361,508944.0,1191.0,98.4,16.33,0.0,0.0
2019-03-26,254.277,261.567,3.8,20431.641,102.8361,508944.0,1191.0,98.4,14.68,0.0,0.0
2019-03-27,254.277,261.567,3.8,20431.641,102.8361,508944.0,1191.0,98.4,15.15,0.0,0.0
2019-03-28,254.277,261.567,3.8,20431.641,102.8361,508944.0,1191.0,98.4,14.43,0.0,0.0
2019-03-29,254.277,261.567,3.8,20431.641,102.8361,508944.0,1191.0,98.4,13.71,0.0,0.0
2019-04-01,255.233,261.997,3.7,20602.275,102.2748,509564.0,1272.0,97.2,13.4,0.3759679404743643,0.1643938264383582
2019-04-02,255.233,261.997,3.7,20602.275,102.2748,509564.0,1272.0,97.2,13.36,0.3759679404743643,0.1643938264383582
2019-04-03,255.233,261.997,3.7,20602.275,102.2748,509564.0,1272.0,97.2,13.74,0.3759679404743643,0.1643938264383582
2019-04-04,255.233,261.997,3.7,20602.275,102.2748,509564.0,1272.0,97.2,13.58,0.3759679404743643,0.1643938264383582
2019-04-05,255.233,261.997,3.7,20602.275,102.2748,509564.0,1272.0,97.2,12.82,0.3759679404743643,0.1643938264383582
2019-04-08,255.233,261.997,3.7,20602.275,102.2748,509564.0,1272.0,97.2,13.18,0.3759679404743643,0.1643938264383582
2019-04-09,255.233,261.997,3.7,20602.275,102.2748,509564.0,1272.0,97.2,14.28,0.3759679404743643,0.1643938264383582
2019-04-10,255.233,261.997,3.7,20602.275,102.2748,509564.0,1272.0,97.2,13.3,0.3759679404743643,0.1643938264383582
2019-04-11,255.233,261.997,3.7,20602.275,102.2748,509564.0,1272.0,97.2,13.02,0.3759679404743643,0.1643938264383582
2019-04-12,255.233,261.997,3.7,20602.275,102.2748,509564.0,1272.0,97.2,12.01,0.3759679404743643,0.1643938264383582
2019-04-15,255.233,261.997,3.7,20602.275,102.2748,509564.0,1272.0,97.2,12.32,0.3759679404743643,0.1643938264383582
2019-04-16,255.233,261.997,3.7,20602.275,102.2748,509564.0,1272.0,97.2,12.18,0.3759679404743643,0.1643938264383582
2019-04-17,255.233,261.997,3.7,20602.275,102.2748,509564.0,1272.0,97.2,12.6,0.0,0.0
2019-04-18,255.233,261.997,3.7,20602.275,102.2748,509564.0,1272.0,97.2,12.09,0.0,0.0
2019-04-19,255.233,261.997,3.7,20602.275,102.2748,509564.0,1272.0,97.2,12.09,0.0,0.0
2019-04-22,255.233,261.997,3.7,20602.275,102.2748,509564.0,1272.0,97.2,12.42,0.0,0.0
2019-04-23,255.233,261.997,3.7,20602.275,102.2748,509564.0,1272.0,97.2,12.28,0.0,0.0
2019-04-24,255.233,261.997,3.7,20602.275,102.2748,509564.0,1272.0,97.2,13.14,0.0,0.0
2019-04-25,255.233,261.997,3.7,20602.275,102.2748,509564.0,1272.0,97.2,13.25,0.0,0.0
2019-04-26,255.233,261.997,3.7,20602.275,102.2748,509564.0,1272.0,97.2,12.73,0.0,0.0
2019-04-29,255.233,261.997,3.7,20602.275,102.2748,509564.0,1272.0,97.2,13.11,0.0,0.0
2019-04-30,255.233,261.997,3.7,20602.275,102.2748,509564.0,1272.0,97.2,13.12,0.0,0.0
2019-05-01,255.296,262.217,3.6,20602.275,102.4176,512930.0,1293.0,100.0,14.8,0.02468332856644384,0.08397042714227698
2019-05-02,255.296,262.217,3.6,20602.275,102.4176,512930.0,1293.0,100.0,14.42,0.02468332856644384,0.08397042714227698
2019-05-03,255.296,262.217,3.6,20602.275,102.4176,512930.0,1293.0,100.0,12.87,0.02468332856644384,0.08397042714227698
2019-05-06,255.296,262.217,3.6,20602.275,102.4176,512930.0,1293.0,100.0,15.44,0.02468332856644384,0.08397042714227698
2019-05-07,255.296,262.217,3.6,20602.275,102.4176,512930.0,1293.0,100.0,19.32,0.02468332856644384,0.08397042714227698
2019-05-08,255.296,262.217,3.6,20602.275,102.4176,512930.0,1293.0,100.0,19.4,0.02468332856644384,0.08397042714227698
2019-05-09,255.296,262.217,3.6,20602.275,102.4176,512930.0,1293.0,100.0,19.1,0.02468332856644384,0.08397042714227698
2019-05-10,255.296,262.217,3.6,20602.275,102.4176,512930.0,1293.0,100.0,16.04,0.02468332856644384,0.08397042714227698
2019-05-13,255.296,262.217,3.6,20602.275,102.4176,512930.0,1293.0,100.0,20.55,0.02468332856644384,0.08397042714227698
2019-05-14,255.296,262.217,3.6,20602.275,102.4176,512930.0,1293.0,100.0,18.06,0.02468332856644384,0.08397042714227698
2019-05-15,255.296,262.217,3.6,20602.275,102.4176,512930.0,1293.0,100.0,16.44,0.02468332856644384,0.08397042714227698
2019-05-16,255.296,262.217,3.6,20602.275,102.4176,512930.0,1293.0,100.0,15.29,0.02468332856644384,0.08397042714227698
2019-05-17,255.296,262.217,3.6,20602.275,102.4176,512930.0,1293.0,100.0,15.96,0.0,0.0
2019-05-20,255.296,262.217,3.6,20602.275,102.4176,512930.0,1293.0,100.0,16.31,0.0,0.0
2019-05-21,255.296,262.217,3.6,20602.275,102.4176,512930.0,1293.0,100.0,14.95,0.0,0.0
2019-05-22,255.296,262.217,3.6,20602.275,102.4176,512930.0,1293.0,100.0,14.75,0.0,0.0
2019-05-23,255.296,262.217,3.6,20602.275,102.4176,512930.0,1293.0,100.0,16.92,0.0,0.0
2019-05-24,255.296,262.217,3.6,20602.275,102.4176,512930.0,1293.0,100.0,15.85,0.0,0.0
2019-05-27,255.296,262.217,3.6,20602.275,102.4176,512930.0,1293.0,100.0,15.85,0.0,0.0
2019-05-28,255.296,262.217,3.6,20602.275,102.4176,512930.0,1293.0,100.0,17.5,0.0,0.0
2019-05-29,255.296,262.217,3.6,20602.275,102.4176,512930.0,1293.0,100.0,17.9,0.0,0.0
2019-05-30,255.296,262.217,3.6,20602.275,102.4176,512930.0,1293.0,100.0,17.3,0.0,0.0
2019-05-31,255.296,262.217,3.6,20602.275,102.4176,512930.0,1293.0,100.0,18.71,0.0,0.0
2019-06-01,255.213,262.739,3.6,20602.275,102.5425,513716.0,1243.0,98.2,18.71,-0.03251128102280676,0.1990717611749071
2019-06-03,255.213,262.739,3.6,20602.275,102.5425,513716.0,1243.0,98.2,18.86,-0.03251128102280676,0.1990717611749071
2019-06-04,255.213,262.739,3.6,20602.275,102.5425,513716.0,1243.0,98.2,16.97,-0.03251128102280676,0.1990717611749071
2019-06-05,255.213,262.739,3.6,20602.275,102.5425,513716.0,1243.0,98.2,16.09,-0.03251128102280676,0.1990717611749071
2019-06-06,255.213,262.739,3.6,20602.275,102.5425,513716.0,1243.0,98.2,15.93,-0.03251128102280676,0.1990717611749071
2019-06-07,255.213,262.739,3.6,20602.275,102.5425,513716.0,1243.0,98.2,16.3,-0.03251128102280676,0.1990717611749071
2019-06-10,255.213,262.739,3.6,20602.275,102.5425,513716.0,1243.0,98.2,15.94,-0.03251128102280676,0.1990717611749071
2019-06-11,255.213,262.739,3.6,20602.275,102.5425,513716.0,1243.0,98.2,15.99,-0.03251128102280676,0.1990717611749071
2019-06-12,255.213,262.739,3.6,20602.275,102.5425,513716.0,1243.0,98.2,15.91,-0.03251128102280676,0.1990717611749071
2019-06-13,255.213,262.739,3.6,20602.275,102.5425,513716.0,1243.0,98.2,15.82,-0.03251128102280676,0.1990717611749071
2019-06-14,255.213,262.739,3.6,20602.275,102.5425,513716.0,1243.0,98.2,15.28,-0.03251128102280676,0.1990717611749071
2019-06-17,255.213,262.739,3.6,20602.275,102.5425,513716.0,1243.0,98.2,15.35,-0.03251128102280676,0.1990717611749071
2019-06-18,255.213,262.739,3.6,20602.275,102.5425,513716.0,1243.0,98.2,15.15,0.0,0.0
2019-06-19,255.213,262.739,3.6,20602.275,102.5425,513716.0,1243.0,98.2,14.33,0.0,0.0
2019-06-20,255.213,262.739,3.6,20602.275,102.5425,513716.0,1243.0,98.2,14.75,0.0,0.0
2019-06-21,255.213,262.739,3.6,20602.275,102.5425,513716.0,1243.0,98.2,15.4,0.0,0.0
2019-06-24,255.213,262.739,3.6,20602.275,102.5425,513716.0,1243.0,98.2,15.26,0.0,0.0
2019-06-25,255.213,262.739,3.6,20602.275,102.5425,513716.0,1243.0,98.2,16.28,0.0,0.0
2019-06-26,255.213,262.739,3.6,20602.275,102.5425,513716.0,1243.0,98.2,16.21,0.0,0.0
2019-06-27,255.213,262.739,3.6,20602.275,102.5425,513716.0,1243.0,98.2,15.82,0.0,0.0
2019-06-28,255.213,262.739,3.6,20602.275,102.5425,513716.0,1243.0,98.2,15.08,0.0,0.0
2019-07-01,255.802,263.28,3.7,20843.322,102.0057,518274.0,1240.0,98.4,14.06,0.23078761661827762,0.2059077639787077
2019-07-02,255.802,263.28,3.7,20843.322,102.0057,518274.0,1240.0,98.4,12.93,0.23078761661827762,0.2059077639787077
2019-07-03,255.802,263.28,3.7,20843.322,102.0057,518274.0,1240.0,98.4,12.57,0.23078761661827762,0.2059077639787077
2019-07-04,255.802,263.28,3.7,20843.322,102.0057,518274.0,1240.0,98.4,12.57,0.23078761661827762,0.2059077639787077
2019-07-05,255.802,263.28,3.7,20843.322,102.0057,518274.0,1240.0,98.4,13.28,0.23078761661827762,0.2059077639787077
2019-07-08,255.802,263.28,3.7,20843.322,102.0057,518274.0,1240.0,98.4,13.96,0.23078761661827762,0.2059077639787077
2019-07-09,255.802,263.28,3.7,20843.322,102.0057,518274.0,1240.0,98.4,14.09,0.23078761661827762,0.2059077639787077
2019-07-10,255.802,263.28,3.7,20843.322,102.0057,518274.0,1240.0,98.4,13.03,0.23078761661827762,0.2059077639787077
2019-07-11,255.802,263.28,3.7,20843.322,102.0057,518274.0,1240.0,98.4,12.93,0.23078761661827762,0.2059077639787077
2019-07-12,255.802,263.28,3.7,20843.322,102.0057,518274.0,1240.0,98.4,12.39,0.23078761661827762,0.2059077639787077
2019-07-15,255.802,263.28,3.7,20843.322,102.0057,518274.0,1240.0,98.4,12.68,0.23078761661827762,0.2059077639787077
2019-07-16,255.802,263.28,3.7,20843.322,102.0057,518274.0,1240.0,98.4,12.86,0.23078761661827762,0.2059077639787077
2019-07-17,255.802,263.28,3.7,20843.322,102.0057,518274.0,1240.0,98.4,13.97,0.0,0.0
2019-07-18,255.802,263.28,3.7,20843.322,102.0057,518274.0,1240.0,98.4,13.53,0.0,0.0
2019-07-19,255.802,263.28,3.7,20843.322,102.0057,518274.0,1240.0,98.4,14.45,0.0,0.0
2019-07-22,255.802,263.28,3.7,20843.322,102.0057,518274.0,1240.0,98.4,13.53,0.0,0.0
2019-07-23,255.802,263.28,3.7,20843.322,102.0057,518274.0,1240.0,98.4,12.61,0.0,0.0
2019-07-24,255.802,263.28,3.7,20843.322,102.0057,518274.0,1240.0,98.4,12.07,0.0,0.0
2019-07-25,255.802,263.28,3.7,20843.322,102.0057,518274.0,1240.0,98.4,12.74,0.0,0.0
2019-07-26,255.802,263.28,3.7,20843.322,102.0057,518274.0,1240.0,98.4,12.16,0.0,0.0
2019-07-29,255.802,263.28,3.7,20843.322,102.0057,518274.0,1240.0,98.4,12.83,0.0,0.0
2019-07-30,255.802,263.28,3.7,20843.322,102.0057,518274.0,1240.0,98.4,13.94,0.0,0.0
2019-07-31,255.802,263.28,3.7,20843.322,102.0057,518274.0,1240.0,98.4,16.12,0.0,0.0
2019-08-01,256.036,263.877,3.6,20843.322,102.7814,521348.0,1375.0,89.8,17.87,0.09147700174354512,0.2267547857794039
2019-08-02,256.036,263.877,3.6,20843.322,102.7814,521348.0,1375.0,89.8,17.61,0.09147700174354512,0.2267547857794039
2019-08-05,256.036,263.877,3.6,20843.322,102.7814,521348.0,1375.0,89.8,24.59,0.09147700174354512,0.2267547857794039
2019-08-06,256.036,263.877,3.6,20843.322,102.7814,521348.0,1375.0,89.8,20.17,0.09147700174354512,0.2267547857794039
2019-08-07,256.036,263.877,3.6,20843.322,102.7814,521348.0,1375.0,89.8,19.49,0.09147700174354512,0.2267547857794039
2019-08-08,256.036,263.877,3.6,20843.322,102.7814,521348.0,1375.0,89.8,16.91,0.09147700174354512,0.2267547857794039
2019-08-09,256.036,263.877,3.6,20843.322,102.7814,521348.0,1375.0,89.8,17.97,0.09147700174354512,0.2267547857794039
2019-08-12,256.036,263.877,3.6,20843.322,102.7814,521348.0,1375.0,89.8,21.09,0.09147700174354512,0.2267547857794039
2019-08-13,256.036,263.877,3.6,20843.322,102.7814,521348.0,1375.0,89.8,17.52,0.09147700174354512,0.2267547857794039
2019-08-14,256.036,263.877,3.6,20843.322,102.7814,521348.0,1375.0,89.8,22.1,0.09147700174354512,0.2267547857794039
2019-08-15,256.036,263.877,3.6,20843.322,102.7814,521348.0,1375.0,89.8,21.18,0.09147700174354512,0.2267547857794039
2019-08-16,256.036,263.877,3.6,20843.322,102.7814,521348.0,1375.0,89.8,18.47,0.09147700174354512,0.2267547857794039
2019-08-19,256.036,263.877,3.6,20843.322,102.7814,521348.0,1375.0,89.8,16.88,0.0,0.0
2019-08-20,256.036,263.877,3.6,20843.322,102.7814,521348.0,1375.0,89.8,17.5,0.0,0.0
2019-08-21,256.036,263.877,3.6,20843.322,102.7814,521348.0,1375.0,89.8,15.8,0.0,0.0
2019-08-22,256.036,263.877,3.6,20843.322,102.7814,521348.0,1375.0,89.8,16.68,0.0,0.0
2019-08-23,256.036,263.877,3.6,20843.322,102.7814,521348.0,1375.0,89.8,19.87,0.0,0.0
2019-08-26,256.036,263.877,3.6,20843.322,102.7814,521348.0,1375.0,89.8,19.32,0.0,0.0
2019-08-27,256.036,263.877,3.6,20843.322,102.7814,521348.0,1375.0,89.8,20.31,0.0,0.0
2019-08-28,256.036,263.877,3.6,20843.322,102.7814,521348.0,1375.0,89.8,19.35,0.0,0.0
2019-08-29,256.036,263.877,3.6,20843.322,102.7814,521348.0,1375.0,89.8,17.88,0.0,0.0
2019-08-30,256.036,263.877,3.6,20843.322,102.7814,521348.0,1375.0,89.8,18.98,0.0,0.0
2019-09-01,256.43,264.388,3.5,20843.322,102.4601,518188.0,1311.0,93.2,18.98,0.1538846099767177,0.19365082974263093
2019-09-02,256.43,264.388,3.5,20843.322,102.4601,518188.0,1311.0,93.2,18.98,0.1538846099767177,0.19365082974263093
2019-09-03,256.43,264.388,3.5,20843.322,102.4601,518188.0,1311.0,93.2,19.66,0.1538846099767177,0.19365082974263093
2019-09-04,256.43,264.388,3.5,20843.322,102.4601,518188.0,1311.0,93.2,17.33,0.1538846099767177,0.19365082974263093
2019-09-05,256.43,264.388,3.5,20843.322,102.4601,518188.0,1311.0,93.2,16.27,0.1538846099767177,0.19365082974263093
2019-09-06,256.43,264.388,3.5,20843.322,102.4601,518188.0,1311.0,93.2,15.0,0.1538846099767177,0.19365082974263093
2019-09-09,256.43,264.388,3.5,20843.322,102.4601,518188.0,1311.0,93.2,15.27,0.1538846099767177,0.19365082974263093
